e al disio ancor che tu mi taci".	  4 6 10
E io: "Buon duca, non tegno riposto	  2 4 7 10
a te mio cuor se non per dicer poco,	  2 4 6 8 10
e tu m'hai non pur mo a ciò disposto".	  3 6 8 10
"O Tosco che per la città del foco	  2 4 8 10
vivo ten vai così parlando onesto,	  1 4 6 8 10
piacciati di restare in questo loco.	  1 6 8 10
La tua loquela ti fa manifesto	  4 7 10
di quella nobil patrïa natio,	  2 4 6 10
a la qual forse fui troppo molesto".	  3 4 7 10
Subitamente questo suono uscìo	  4 6 8 10
d'una de l'arche; però m'accostai,	  1 4 7 10
temendo, un poco più al duca mio.	  2 4 6 8 10
Ed el mi disse: "Volgiti! Che fai?	  2 4 6 10
Vedi là Farinata che s'è dritto:	  1 3 6 10
da la cintola in sù tutto 'l vedrai".	  3 6 7 10
Io avea già il mio viso nel suo fitto;	  4 6 9 10
ed el s'ergea col petto e con la fronte	  2 4 6 10
com'avesse l'inferno a gran dispitto.	  3 6 10
E l'animose man del duca e pronte	  4 6 8 10
mi pinser tra le sepulture a lui,	  2 4 8 10
dicendo: "Le parole tue sien conte".	  2 6 8 10
Com'io al piè de la sua tomba fui,	  2 4 8 10
guardommi un poco, e poi, quasi sdegnoso,	  2 4 6 7 10
mi dimandò: "Chi fuor li maggior tui?".	  4 6 9 10
Io ch'era d'ubidir disideroso,	  1 2 6 10
non gliel celai, ma tutto gliel'apersi;	  4 6 10
ond'ei levò le ciglia un poco in suso;	  2 4 6 8 10
poi disse: "Fieramente furo avversi	  2 6 8 10
a me e a miei primi e a mia parte,	  2 6 10
sì che per due fïate li dispersi".	  1 6 10
"S'ei fur cacciati, ei tornar d'ogne parte",	  4 7 10
rispuos'io lui, "l'una e l'altra fïata;	  3 4 7 10
ma i vostri non appreser ben quell'arte".	  2 6 8 10
Allor surse a la vista scoperchiata	  2 3 6 10
un'ombra, lungo questa, infino al mento:	  2 4 6 8 10
credo che s'era in ginocchie levata.	  1 4 7 10
Dintorno mi guardò, come talento	  2 6 7 10
avesse di veder s'altri era meco;	  2 6 7 10
e poi che 'l sospecciar fu tutto spento,	  2 6 8 10
piangendo disse: "Se per questo cieco	  2 4 8 10
carcere vai per altezza d'ingegno,	  1 4 7 10
mio figlio ov'è? e perché non è teco?".	  2 4 7 10
E io a lui: "Da me stesso non vegno:	  2 4 7 10
colui ch'attende là, per qui mi mena	  2 4 6 8 10
forse cui Guido vostro ebbe a disdegno".	  1 4 6 7 10
Le sue parole e 'l modo de la pena	  4 6 10
m'avean di costui già letto il nome;	  3 6 8 10
però fu la risposta così piena.	  2 6 9 10
Di sùbito drizzato gridò: "Come?	  2 6 9 10
dicesti "elli ebbe"? non viv'elli ancora?	  2 4 8 10
non fiere li occhi suoi lo dolce lume?".	  2 4 6 8 10
Quando s'accorse d'alcuna dimora	  1 4 7 10
ch'io facëa dinanzi a la risposta,	  3 6 10
supin ricadde e più non parve fora.	  2 4 6 8 10
Ma quell'altro magnanimo, a cui posta	  3 6 10
restato m'era, non mutò aspetto,	  2 4 8 10
né mosse collo, né piegò sua costa;	  2 4 8 10
e sé continüando al primo detto,	  2 6 8 10
"S'elli han quell'arte", disse, "male appresa,	  1 4 6 8 10
ciò mi tormenta più che questo letto.	  1 4 6 8 10
Ma non cinquanta volte fia raccesa	  2 4 6 10
la faccia de la donna che qui regge,	  2 6 9 10
che tu saprai quanto quell'arte pesa.	  4 5 8 10
E se tu mai nel dolce mondo regge,	  3 4 6 8 10
dimmi: perché quel popolo è sì empio	  1 4 6 10
incontr'a' miei in ciascuna sua legge?".	  2 4 7 10
Ond'io a lui: "Lo strazio e 'l grande scempio	  2 4 6 8 10
che fece l'Arbia colorata in rosso,	  2 4 8 10
tal orazion fa far nel nostro tempio".	  4 6 8 10
Poi ch'ebbe sospirando il capo mosso,	  2 6 8 10
"A ciò non fu' io sol", disse, "né certo	  2 4 6 7 10
sanza cagion con li altri sarei mosso.	  1 4 6 10
Ma fu' io solo, là dove sofferto	  2 4 7 10
fu per ciascun di tòrre via Fiorenza,	  1 4 6 8 10
colui che la difesi a viso aperto".	  2 6 8 10
"Deh, se riposi mai vostra semenza",	  1 4 6 7 10
prega' io lui, "solvetemi quel nodo	  3 4 7 10
che qui ha 'nviluppata mia sentenza.	  2 6 10
El par che voi veggiate, se ben odo,	  2 6 10
dinanzi quel che 'l tempo seco adduce,	  2 4 6 8 10
e nel presente tenete altro modo".	  4 7 8 10
"Noi veggiam, come quei c'ha mala luce,	  3 6 8 10
le cose", disse, "che ne son lontano;	  2 4 8 10
cotanto ancor ne splende il sommo duce.	  2 4 6 8 10
Quando s'appressano o son, tutto è vano	  1 4 7 8 10
nostro intelletto; e s'altri non ci apporta,	  1 4 6 10
nulla sapem di vostro stato umano.	  1 4 6 8 10
Però comprender puoi che tutta morta	  2 4 6 8 10
fia nostra conoscenza da quel punto	  1 2 6 10
che del futuro fia chiusa la porta".	  4 7 10
Allor, come di mia colpa compunto,	  2 3 7 10
dissi: "Or direte dunque a quel caduto	  1 4 6 10
che 'l suo nato è co' vivi ancor congiunto;	  3 6 8 10
e s'i' fui, dianzi, a la risposta muto,	  3 4 8 10
fate i saper che 'l fei perché pensava	  1 4 6 8 10
già ne l'error che m'avete soluto".	  1 4 7 10
E già 'l maestro mio mi richiamava;	  2 4 6 10
per ch'i' pregai lo spirto più avaccio	  4 6 10
che mi dicesse chi con lu' istava.	  4 6 8 10
Dissemi: "Qui con più di mille giaccio:	  1 4 8 10
qua dentro è 'l secondo Federico	  2 6 10
e 'l Cardinale; e de li altri mi taccio".	  4 7 10
Indi s'ascose; e io inver' l'antico	  1 4 6 8 10
poeta volsi i passi, ripensando	  2 4 6 10
a quel parlar che mi parea nemico.	  4 8 10
Elli si mosse; e poi, così andando,	  1 4 6 8 10
mi disse: "Perché se' tu sì smarrito?".	  2 5 7 10
E io li sodisfeci al suo dimando.	  2 6 10
"La mente tua conservi quel ch'udito	  2 4 6 8 10
hai contra te", mi comandò quel saggio;	  1 4 8 10
"e ora attendi qui", e drizzò 'l dito:	  2 4 6 9 10
"quando sarai dinanzi al dolce raggio	  1 4 6 8 10
di quella il cui bell'occhio tutto vede,	  2 6 8 10
da lei saprai di tua vita il vïaggio".	  2 4 7 10
Appresso mosse a man sinistra il piede:	  2 4 8 10
lasciammo il muro e gimmo inver' lo mezzo	  2 4 6 8 10
per un sentier ch'a una valle fiede,	  4 7 10
che 'nfin là sù facea spiacer suo lezzo.	  2 4 6 8 10
In su l'estremità d'un'alta ripa	  2 6 8 10
che facevan gran pietre rotte in cerchio,	  3 6 8 10
venimmo sopra più crudele stipa;	  2 4 8 10
e quivi, per l'orribile soperchio	  2 6 10
del puzzo che 'l profondo abisso gitta,	  2 6 8 10
ci raccostammo, in dietro, ad un coperchio	  4 6 10
d'un grand'avello, ov'io vidi una scritta	  4 7 10
che dicea: "Anastasio papa guardo,	  3 6 8 10
lo qual trasse Fotin de la via dritta".	  2 3 6 9 10
"Lo nostro scender conviene esser tardo,	  2 4 7 8 10
sì che s'ausi un poco in prima il senso	  1 4 6 8 10
al tristo fiato; e poi no i fia riguardo".	  2 4 6 10
Così 'l maestro; e io "Alcun compenso",	  2 4 6 8 10
dissi lui, "trova che 'l tempo non passi	  1 3 4 7 10
perduto". Ed elli: "Vedi ch'a ciò penso".	  2 4 6 10
"Figliuol mio, dentro da cotesti sassi",	  4 5 8 10
cominciò poi a dir, "son tre cerchietti	  3 4 6 8 10
di grado in grado, come que' che lassi.	  2 4 8 10
Tutti son pien di spirti maladetti;	  1 4 6 10
ma perché poi ti basti pur la vista,	  3 4 6 8 10
intendi come e perché son costretti.	  2 4 7 10
D'ogne malizia, ch'odio in cielo acquista,	  1 4 6 8 10
ingiuria è 'l fine, ed ogne fin cotale	  2 4 6 8 10
o con forza o con frode altrui contrista.	  3 6 8 10
Ma perché frode è de l'uom proprio male,	  3 4 7 8 10
più spiace a Dio; e però stan di sotto	  2 4 7 10
li frodolenti, e più dolor li assale.	  4 8 10
Di vïolenti il primo cerchio è tutto;	  4 6 8 10
ma perché si fa forza a tre persone,	  3 6 10
in tre gironi è distinto e costrutto.	  4 7 10
A Dio, a sé, al prossimo si pòne	  2 4 6 10
far forza, dico in loro e in lor cose,	  2 4 6 10
come udirai con aperta ragione.	  1 4 7 10
Morte per forza e ferute dogliose	  1 4 7 10
nel prossimo si danno, e nel suo avere	  2 6 10
ruine, incendi e tollette dannose;	  2 4 7 10
onde omicide e ciascun che mal fiere,	  1 4 7 10
guastatori e predon, tutti tormenta	  3 6 7 10
lo giron primo per diverse schiere.	  3 4 8 10
Puote omo avere in sé man vïolenta	  1 2 4 6 7 10
e ne' suoi beni; e però nel secondo	  4 7 10
giron convien che sanza pro si penta	  2 4 8 10
qualunque priva sé del vostro mondo,	  2 4 6 8 10
biscazza e fonde la sua facultade,	  2 4 7 10
e piange là dov'esser de' giocondo.	  2 4 6 8 10
Puossi far forza ne la deïtade,	  1 4 6 10
col cor negando e bestemmiando quella,	  2 4 8 10
e spregiando natura e sua bontade;	  3 6 10
e però lo minor giron suggella	  3 6 8 10
del segno suo e Soddoma e Caorsa	  2 4 6 10
e chi, spregiando Dio col cor, favella.	  2 4 6 8 10
La frode, ond'ogne coscïenza è morsa,	  2 4 8 10
può l'omo usare in colui che 'n lui fida	  2 4 7 9 10
e in quel che fidanza non imborsa.	  3 6 10
Questo modo di retro par ch'incida	  1 3 6 10
pur lo vinco d'amor che fa natura;	  1 3 6 10
onde nel cerchio secondo s'annida	  1 4 7 10
ipocresia, lusinghe e chi affattura,	  4 6 10
falsità, ladroneccio e simonia,	  3 6 10
ruffian, baratti e simile lordura.	  2 4 6 10
Per l'altro modo quell'amor s'oblia	  2 4 8 10
che fa natura, e quel ch'è poi aggiunto,	  4 6 8 10
di che la fede spezïal si cria;	  2 4 8 10
onde nel cerchio minore, ov'è 'l punto	  1 4 7 10
de l'universo in su che Dite siede,	  4 6 8 10
qualunque trade in etterno è consunto".	  2 4 7 10
E io: "Maestro, assai chiara procede	  2 4 7 10
la tua ragione, e assai ben distingue	  4 8 10
questo baràtro e 'l popol ch'e' possiede.	  1 4 6 10
Ma dimmi: quei de la palude pingue,	  2 4 8 10
che mena il vento, e che batte la pioggia,	  2 4 7 10
e che s'incontran con sì aspre lingue,	  4 8 10
perché non dentro da la città roggia	  2 4 9 10
sono ei puniti, se Dio li ha in ira?	  2 4 7 10
e se non li ha, perché sono a tal foggia?".	  4 6 7 10
Ed elli a me "Perché tanto delira",	  2 4 6 7 10
disse "lo 'ngegno tuo da quel che sòle?	  1 4 6 8 10
o ver la mente dove altrove mira?	  2 4 6 8 10
Non ti rimembra di quelle parole	  4 7 10
con le quai la tua Etica pertratta	  3 6 10
le tre disposizion che 'l ciel non vole,	  2 6 8 10
incontenenza, malizia e la matta	  4 7 10
bestialitade? e come incontenenza	  4 6 10
men Dio offende e men biasimo accatta?	  2 4 7 10
Se tu riguardi ben questa sentenza,	  2 4 6 7 10
e rechiti a la mente chi son quelli	  2 6 10
che sù di fuor sostegnon penitenza,	  2 4 6 10
tu vedrai ben perché da questi felli	  1 4 6 8 10
sien dipartiti, e perché men crucciata	  1 4 7 10
la divina vendetta li martelli".	  3 6 10
"O sol che sani ogni vista turbata,	  2 4 5 7 10
tu mi contenti sì quando tu solvi,	  4 6 7 10
che, non men che saver, dubbiar m'aggrata.	  3 6 8 10
Ancora in dietro un poco ti rivolvi",	  2 4 6 10
diss'io, "là dove di' ch'usura offende	  2 4 6 8 10
la divina bontade, e 'l groppo solvi".	  3 6 8 10
"Filosofia", mi disse, "a chi la 'ntende,	  4 6 8 10
nota, non pure in una sola parte,	  1 4 8 10
come natura lo suo corso prende	  1 4 8 10
dal divino 'ntelletto e da sua arte;	  3 6 10
e se tu ben la tua Fisica note,	  4 7 10
tu troverai, non dopo molte carte,	  4 6 8 10
che l'arte vostra quella, quanto pote,	  2 4 6 8 10
segue, come 'l maestro fa 'l discente;	  1 3 6 10
sì che vostr'arte a Dio quasi è nepote.	  1 4 6 7 10
Da queste due, se tu ti rechi a mente	  2 4 6 8 10
lo Genesì dal principio, convene	  4 7 10
prender sua vita e avanzar la gente;	  1 4 8 10
e perché l'usuriere altra via tene,	  3 6 9 10
per sé natura e per la sua seguace	  2 4 8 10
dispregia, poi ch'in altro pon la spene.	  2 4 6 8 10
Ma seguimi oramai, che 'l gir mi piace;	  2 6 8 10
ché i Pesci guizzan su per l'orizzonta,	  2 4 6 10
e 'l Carro tutto sovra 'l Coro giace,	  2 4 6 8 10
e 'l balzo via là oltra si dismonta".	  2 4 6 10
Era lo loco ov'a scender la riva	  1 4 5 7 10
venimmo, alpestro e, per quel che v'er'anco,	  2 4 7 10
tal, ch'ogne vista ne sarebbe schiva.	  1 2 4 8 10
Qual è quella ruina che nel fianco	  2 3 6 10
di qua da Trento l'Adice percosse,	  2 4 6 10
o per tremoto o per sostegno manco,	  4 8 10
che da cima del monte, onde si mosse,	  3 6 7 10
al piano è sì la roccia discoscesa,	  2 4 6 10
ch'alcuna via darebbe a chi sù fosse:	  2 4 6 8 10
cotal di quel burrato era la scesa;	  2 6 7 10
e 'n su la punta de la rotta lacca	  4 8 10
l'infamïa di Creti era distesa	  2 6 7 10
che fu concetta ne la falsa vacca;	  4 8 10
e quando vide noi, sé stesso morse,	  2 4 6 8 10
sì come quei cui l'ira dentro fiacca.	  2 4 6 8 10
Lo savio mio inver' lui gridò: "Forse	  2 4 7 9 10
tu credi che qui sia 'l duca d'Atene,	  2 6 7 10
che sù nel mondo la morte ti porse?	  2 4 7 10
Pàrtiti, bestia, ché questi non vene	  1 4 7 10
ammaestrato da la tua sorella,	  4 8 10
ma vassi per veder le vostre pene".	  2 6 8 10
Qual è quel toro che si slaccia in quella	  2 4 8 10
c'ha ricevuto già 'l colpo mortale,	  4 6 7 10
che gir non sa, ma qua e là saltella,	  2 4 8 10
vid'io lo Minotauro far cotale;	  2 6 10
e quello accorto gridò: "Corri al varco;	  2 4 7 8 10
mentre ch'e' 'nfuria, è buon che tu ti cale".	  1 4 6 10
Così prendemmo via giù per lo scarco	  2 4 6 7 10
di quelle pietre, che spesso moviensi	  2 4 7 10
sotto i miei piedi per lo novo carco.	  1 4 8 10
Io gia pensando; e quei disse: "Tu pensi	  2 4 7 10
forse a questa ruina, ch'è guardata	  1 3 6 10
da quell'ira bestial ch'i' ora spensi.	  3 6 8 10
Or vo' che sappi che l'altra fïata	  2 4 7 10
ch'i' discesi qua giù nel basso inferno,	  3 6 8 10
questa roccia non era ancor cascata.	  1 3 6 8 10
Ma certo poco pria, se ben discerno,	  2 4 6 8 10
che venisse colui che la gran preda	  3 6 10
levò a Dite del cerchio superno,	  2 4 7 10
da tutte parti l'alta valle feda	  4 6 8 10
tremò sì, ch'i' pensai che l'universo	  2 3 6 10
sentisse amor, per lo qual è chi creda	  2 4 7 10
più volte il mondo in caòsso converso;	  2 4 7 10
e in quel punto questa vecchia roccia,	  4 6 8 10
qui e altrove, tal fece riverso.	  1 4 6 7 10
Ma ficca li occhi a valle, ché s'approccia	  2 4 6 10
la riviera del sangue in la qual bolle	  3 6 9 10
qual che per vïolenza in altrui noccia".	  1 6 9 10
Oh cieca cupidigia e ira folle,	  2 6 8 10
che sì ci sproni ne la vita corta,	  2 4 8 10
e ne l'etterna poi sì mal c'immolle!	  4 6 8 10
Io vidi un'ampia fossa in arco torta,	  2 4 6 8 10
come quella che tutto 'l piano abbraccia,	  3 6 8 10
secondo ch'avea detto la mia scorta;	  2 6 10
e tra 'l piè de la ripa ed essa, in traccia	  3 6 8 10
corrien centauri, armati di saette,	  2 4 6 10
come solien nel mondo andare a caccia.	  1 4 6 8 10
Veggendoci calar, ciascun ristette,	  2 6 8 10
e de la schiera tre si dipartiro	  4 6 10
con archi e asticciuole prima elette;	  2 6 8 10
e l'un gridò da lungi: "A qual martiro	  2 4 6 10
venite voi che scendete la costa?	  2 4 7 10
Ditel costinci; se non, l'arco tiro".	  1 4 7 8 10
Lo mio maestro disse: "La risposta	  4 6 10
farem noi a Chirón costà di presso:	  2 3 6 8 10
mal fu la voglia tua sempre sì tosta".	  1 4 6 7 10
Poi mi tentò, e disse: "Quelli è Nesso,	  1 4 6 8 10
che morì per la bella Deianira,	  3 6 10
e fé di sé la vendetta elli stesso.	  2 4 7 10
E quel di mezzo, ch'al petto si mira,	  2 4 7 10
è il gran Chirón, il qual nodrì Achille;	  4 6 8 10
quell'altro è Folo, che fu sì pien d'ira.	  2 4 7 9 10
Dintorno al fosso vanno a mille a mille,	  2 4 6 8 10
saettando qual anima si svelle	  3 6 10
del sangue più che sua colpa sortille".	  2 4 7 10
Noi ci appressammo a quelle fiere isnelle:	  1 4 6 8 10
Chirón prese uno strale, e con la cocca	  2 3 6 10
fece la barba in dietro a le mascelle.	  1 4 6 10
Quando s'ebbe scoperta la gran bocca,	  1 3 6 10
disse a' compagni: "Siete voi accorti	  1 4 6 8 10
che quel di retro move ciò ch'el tocca?	  2 4 6 8 10
Così non soglion far li piè d'i morti".	  2 4 6 8 10
E 'l mio buon duca, che già li er'al petto,	  2 4 7 10
dove le due nature son consorti,	  1 4 6 10
rispuose: "Ben è vivo, e sì soletto	  2 6 10
mostrar li mi convien la valle buia;	  2 6 8 10
necessità 'l ci 'nduce, e non diletto.	  4 6 10
Tal si partì da cantare alleluia	  1 4 7 10
che mi commise quest'officio novo:	  4 8 10
non è ladron, né io anima fuia.	  4 6 7 10
Ma per quella virtù per cu' io movo	  3 6 8 10
li passi miei per sì selvaggia strada,	  2 4 8 10
danne un de' tuoi, a cui noi siamo a provo,	  1 4 6 8 10
e che ne mostri là dove si guada,	  4 7 10
e che porti costui in su la groppa,	  3 6 10
ché non è spirto che per l'aere vada".	  4 7 10
Chirón si volse in su la destra poppa,	  2 4 8 10
e disse a Nesso: "Torna, e sì li guida,	  2 4 6 8 10
e fa cansar s'altra schiera v'intoppa".	  4 5 7 10
Or ci movemmo con la scorta fida	  1 4 8 10
lungo la proda del bollor vermiglio,	  1 4 8 10
dove i bolliti facieno alte strida.	  1 4 7 8 10
Io vidi gente sotto infino al ciglio;	  2 4 6 8 10
e 'l gran centauro disse: "E' son tiranni	  4 6 10
che dier nel sangue e ne l'aver di piglio.	  2 4 8 10
Quivi si piangon li spietati danni;	  1 4 8 10
quivi è Alessandro, e Dïonisio fero,	  1 4 8 10
che fé Cicilia aver dolorosi anni.	  2 4 6 9 10
E quella fronte c'ha 'l pel così nero,	  2 4 7 10
è Azzolino; e quell'altro ch'è biondo,	  4 7 10
è Opizzo da Esti, il qual per vero	  3 6 8 10
fu spento dal figliastro sù nel mondo".	  2 6 8 10
Allor mi volsi al poeta, e quei disse:	  2 4 7 10
"Questi ti sia or primo, e io secondo".	  1 4 6 8 10
Poco più oltre il centauro s'affisse	  1 4 7 10
sovr'una gente che 'nfino a la gola	  1 4 7 10
parea che di quel bulicame uscisse.	  2 6 8 10
Mostrocci un'ombra da l'un canto sola,	  2 4 8 10
dicendo: "Colui fesse in grembo a Dio	  2 5 6 8 10
lo cor che 'n su Tamisi ancor si cola".	  2 6 8 10
Poi vidi gente che di fuor del rio	  2 4 8 10
tenean la testa e ancor tutto 'l casso;	  2 4 7 8 10
e di costoro assai riconobb'io.	  4 6 9 10
Così a più a più si facea basso	  2 6 9 10
quel sangue, sì che cocea pur li piedi;	  2 4 7 10
e quindi fu del fosso il nostro passo.	  2 6 8 10
"Sì come tu da questa parte vedi	  2 4 6 8 10
lo bulicame che sempre si scema",	  4 7 10
disse 'l centauro, "voglio che tu credi	  1 4 6 10
che da quest'altra a più a più giù prema	  4 8 10
lo fondo suo, infin ch'el si raggiunge	  2 4 6 10
ove la tirannia convien che gema.	  1 6 8 10
La divina giustizia di qua punge	  3 6 8 10
quell'Attila che fu flagello in terra,	  2 6 8 10
e Pirro e Sesto; e in etterno munge	  2 4 8 10
le lagrime, che col bollor diserra,	  2 8 10
a Rinier da Corneto, a Rinier Pazzo,	  3 6 9 10
che fecero a le strade tanta guerra".	  2 6 8 10
Poi si rivolse e ripassossi 'l guazzo.	  1 4 8 10
Non era ancor di là Nesso arrivato,	  2 4 6 7 10
quando noi ci mettemmo per un bosco	  1 6 10
che da neun sentiero era segnato.	  4 6 7 10
Non fronda verde, ma di color fosco;	  2 4 9 10
non rami schietti, ma nodosi e 'nvolti;	  2 4 8 10
non pomi v'eran, ma stecchi con tòsco.	  2 4 7 10
Non han sì aspri sterpi né sì folti	  2 4 6 10
quelle fiere selvagge che 'n odio hanno	  1 3 6 8 10
tra Cecina e Corneto i luoghi cólti.	  2 6 8 10
Quivi le brutte Arpie lor nidi fanno,	  1 4 6 8 10
che cacciar de le Strofade i Troiani	  3 6 10
con tristo annunzio di futuro danno.	  2 4 8 10
Ali hanno late, e colli e visi umani,	  1 2 4 6 8 10
piè con artigli, e pennuto 'l gran ventre;	  1 4 7 10
fanno lamenti in su li alberi strani.	  1 4 7 10
E 'l buon maestro "Prima che più entre,	  2 4 6 10
sappi che se' nel secondo girone",	  1 4 7 10
mi cominciò a dire, "e sarai mentre	  4 6 9 10
che tu verrai ne l'orribil sabbione.	  4 7 10
Però riguarda ben; sì vederai	  2 4 6 10
cose che torrien fede al mio sermone".	  1 5 6 10
Io sentia d'ogne parte trarre guai,	  3 6 8 10
e non vedea persona che 'l facesse;	  4 6 10
per ch'io tutto smarrito m'arrestai.	  2 3 6 10
Cred'ïo ch'ei credette ch'io credesse	  2 6 10
che tante voci uscisser, tra quei bronchi,	  2 4 6 10
da gente che per noi si nascondesse.	  2 6 10
Però disse 'l maestro: "Se tu tronchi	  2 3 6 10
qualche fraschetta d'una d'este piante,	  1 4 6 8 10
li pensier c'hai si faran tutti monchi".	  3 4 7 8 10
Allor porsi la mano un poco avante,	  2 3 6 8 10
e colsi un ramicel da un gran pruno;	  2 6 10
e 'l tronco suo gridò: "Perché mi schiante?".	  2 4 6 8 10
Da che fatto fu poi di sangue bruno,	  3 6 8 10
ricominciò a dir: "Perché mi scerpi?	  4 6 8 10
non hai tu spirto di pietade alcuno?	  2 4 8 10
Uomini fummo, e or siam fatti sterpi:	  1 4 6 8 10
ben dovrebb'esser la tua man più pia,	  1 4 8 10
se state fossimo anime di serpi".	  2 4 7 10
Come d'un stizzo verde ch'arso sia	  1 4 6 8 10
da l'un de'capi, che da l'altro geme	  2 4 8 10
e cigola per vento che va via,	  2 6 10
sì de la scheggia rotta usciva insieme	  1 4 6 8 10
parole e sangue; ond'io lasciai la cima	  2 4 6 8 10
cadere, e stetti come l'uom che teme.	  2 4 6 8 10
"S'elli avesse potuto creder prima",	  1 3 6 8 10
rispuose 'l savio mio, "anima lesa,	  2 4 6 7 10
ciò c'ha veduto pur con la mia rima,	  1 4 6 10
non averebbe in te la man distesa;	  4 6 8 10
ma la cosa incredibile mi fece	  3 6 10
indurlo ad ovra ch'a me stesso pesa.	  2 4 8 10
Ma dilli chi tu fosti, sì che 'n vece	  2 6 7 10
d'alcun'ammenda tua fama rinfreschi	  2 4 7 10
nel mondo sù, dove tornar li lece".	  2 4 5 8 10
E 'l tronco: "Sì col dolce dir m'adeschi,	  2 4 6 8 10
ch'i' non posso tacere; e voi non gravi	  3 6 8 10
perch'ïo un poco a ragionar m'inveschi.	  2 4 8 10
Io son colui che tenni ambo le chiavi	  2 4 6 7 10
del cor di Federigo, e che le volsi,	  2 6 10
serrando e diserrando, sì soavi,	  2 6 10
che dal secreto suo quasi ogn'uom tolsi:	  4 6 7 9 10
fede portai al glorïoso offizio,	  1 4 8 10
tanto ch'i' ne perde' li sonni e ' polsi.	  1 6 8 10
La meretrice che mai da l'ospizio	  4 7 10
di Cesare non torse li occhi putti,	  2 6 8 10
morte comune e de le corti vizio,	  1 4 8 10
infiammò contra me li animi tutti;	  3 6 7 10
e li 'nfiammati infiammar sì Augusto,	  4 7 10
che ' lieti onor tornaro in tristi lutti.	  2 4 6 8 10
L'animo mio, per disdegnoso gusto,	  1 4 8 10
credendo col morir fuggir disdegno,	  2 6 8 10
ingiusto fece me contra me giusto.	  2 4 6 9 10
Per le nove radici d'esto legno	  3 6 8 10
vi giuro che già mai non ruppi fede	  2 6 8 10
al mio segnor, che fu d'onor sì degno.	  4 6 8 10
E se di voi alcun nel mondo riede,	  4 6 8 10
conforti la memoria mia, che giace	  2 6 8 10
ancor del colpo che 'nvidia le diede".	  2 4 7 10
Un poco attese, e poi "Da ch'el si tace",	  2 4 6 8 10
disse 'l poeta a me, "non perder l'ora;	  1 4 6 8 10
ma parla, e chiedi a lui, se più ti piace".	  2 4 6 8 10
Ond'ïo a lui: "Domandal tu ancora	  2 4 6 8 10
di quel che credi ch'a me satisfaccia;	  2 4 7 10
ch'i' non potrei, tanta pietà m'accora".	  4 5 8 10
Perciò ricominciò: "Se l'om ti faccia	  2 6 8 10
liberamente ciò che 'l tuo dir priega,	  4 6 9 10
spirito incarcerato, ancor ti piaccia	  1 6 8 10
di dirne come l'anima si lega	  2 4 6 10
in questi nocchi; e dinne, se tu puoi,	  2 4 6 10
s'alcuna mai di tai membra si spiega".	  1 4 7 10
Allor soffiò il tronco forte, e poi	  2 4 6 8 10
si convertì quel vento in cotal voce:	  4 6 10
"Brievemente sarà risposto a voi.	  3 6 8 10
Quando si parte l'anima feroce	  1 4 6 10
dal corpo ond'ella stessa s'è disvelta,	  2 6 10
Minòs la manda a la settima foce.	  2 4 7 10
Cade in la selva, e non l'è parte scelta;	  1 4 8 10
ma là dove fortuna la balestra,	  3 6 10
quivi germoglia come gran di spelta.	  1 4 6 8 10
Surge in vermena e in pianta silvestra:	  1 4 7 10
l'Arpie, pascendo poi de le sue foglie,	  2 4 6 10
fanno dolore, e al dolor fenestra.	  1 4 8 10
Come l'altre verrem per nostre spoglie,	  3 6 8 10
ma non però ch'alcuna sen rivesta,	  4 6 10
ché non è giusto aver ciò ch'om si toglie.	  4 7 10
Qui le strascineremo, e per la mesta	  1 6 10
selva saranno i nostri corpi appesi,	  1 4 6 8 10
ciascuno al prun de l'ombra sua molesta".	  2 4 6 8 10
Noi eravamo ancora al tronco attesi,	  4 6 8 10
credendo ch'altro ne volesse dire,	  2 4 8 10
quando noi fummo d'un romor sorpresi,	  1 4 8 10
similemente a colui che venire	  4 7 10
sente 'l porco e la caccia a la sua posta,	  1 3 6 10
ch'ode le bestie, e le frasche stormire.	  1 4 7 10
Ed ecco due da la sinistra costa,	  2 4 8 10
nudi e graffiati, fuggendo sì forte,	  1 4 7 10
che de la selva rompieno ogni rosta.	  4 7 10
Quel dinanzi: "Or accorri, accorri, morte!".	  3 6 8 10
E l'altro, cui pareva tardar troppo,	  2 6 8 10
gridava: "Lano, sì non furo accorte	  2 4 6 8 10
le gambe tue a le giostre dal Toppo!".	  2 4 7 10
E poi che forse li fallia la lena,	  2 4 8 10
di sé e d'un cespuglio fece un groppo.	  2 6 8 10
Di rietro a loro era la selva piena	  2 4 5 8 10
di nere cagne, bramose e correnti	  2 4 7 10
come veltri ch'uscisser di catena.	  3 6 10
In quel che s'appiattò miser li denti,	  2 6 7 10
e quel dilaceraro a brano a brano;	  2 6 8 10
poi sen portar quelle membra dolenti.	  1 4 5 7 10
Presemi allor la mia scorta per mano,	  1 4 7 10
e menommi al cespuglio che piangea	  3 6 10
per le rotture sanguinenti in vano.	  4 8 10
"O Iacopo", dicea, "da Santo Andrea,	  2 6 8 10
che t'è giovato di me fare schermo?	  4 7 8 10
che colpa ho io de la tua vita rea?".	  2 4 8 10
Quando 'l maestro fu sovr'esso fermo,	  1 4 6 8 10
disse "Chi fosti, che per tante punte	  1 4 8 10
soffi con sangue doloroso sermo?".	  1 4 8 10
Ed elli a noi: "O anime che giunte	  2 4 6 10
siete a veder lo strazio disonesto	  1 4 6 10
